sector_id,sector_name,sector_type,parent_sector,stock_ids
fintech_digitalid,金融科技:數位身分,finlab_sub,fintech,"2453,2480,6865,7714"
fintech_neobank,金融科技:數位銀行,finlab_sub,fintech,"2453,4953,6614,6910"
fintech_insurance,金融科技:保險,finlab_sub,fintech,"2453,2867,6910"
fintech_s008,金融科技:理財投資,finlab_sub,fintech,"2453,3158,8284"
fintech_s009,金融科技:加密資產,finlab_sub,fintech,2453
food_s001,食品:餐飲連鎖,finlab_sub,food,"1233,1259,1268,1702,2723,2726,2727,2729,2732,2740,2751,2752,2753,2754,2755,2756,3522,4419,4530,7705,7708,7723,7757,8940,9917"
food_s002,食品:原物料,finlab_sub,food,"1210,1215,1216,1220,1225,1232,1233,1235,1258,1264,1294,1295,1702,1737,2913,3388,4714,4755,4930,6578,6846,8472,8905"
food_s003,食品:加工食品,finlab_sub,food,"1210,1215,1216,1218,1219,1220,1225,1229,1232,1256,1258,1294,1702,2753,2913,4205,4207,6846,7743,7791,8905,9917"
food_s004,食品:冷凍、罐頭、脫水、醃漬食品,finlab_sub,food,"1201,1203,1210,1215,1216,1217,1218,1231,1234,2913,8905"
food_s005,食品:乳製品,finlab_sub,food,"1201,1216,1236"
food_s006,食品:營養食品,finlab_sub,food,"1227,1737,6846"
foodbio_s001,食品生技:保健食品代理銷售及通路,finlab_sub,foodbio,"1707,1720,1731,1760,1788,1795,1796,3054,3164,3205,3555,4109,4120,4121,4127,4128,4137,4169,4175,5398,6236,6242,6461,6469,6496,6523,6574,6703,6838,6844,7713,7780,8279,8403"
foodbio_s002,食品生技:加工製成品,finlab_sub,foodbio,"1707,1760,1795,1796,3118,4109,4127,4128,4911,6236,6242,6461,6662,6838,6846,8279,8436"
foodbio_s003,食品生技:原料,finlab_sub,foodbio,"1796,3388,4108,4169,4911,6242,6461,6838,6846,8279"
led_s001,LED照明產業:燈具_應用,finlab_sub,led,"1538,1611,2301,2308,2390,2393,2426,2438,2483,2491,2499,3015,3023,3026,3031,3066,3260,3346,3406,3413,3483,3516,3591,3609,4924,4935,4972,5230,5281,5291,5344,5460,6124,6164,6207,6222,6224,6226,6278,6288,6412,7753,8070,8085,8111"
led_s002,LED照明產業:封裝_模組,finlab_sub,led,"1809,2301,2371,2393,2491,2499,3026,3031,3052,3066,3346,3383,3437,3444,3591,3714,5230,5244,5434,6164,6168,6207,6222,6226,6261,6271,6278,6288,8085,8111"
led_s003,LED照明產業:生產製程、檢測設備及原物料,finlab_sub,led,"2360,2426,2459,2491,3114,3388,3490,3551,3583,4749,4755,5434,5536,6207,6218,6223,6224,6261,6271,6277,6278,6597,6613,6706,7795,8070,8091,8109,8374"
led_s004,LED照明產業:光源_磊晶,finlab_sub,led,"2340,2491,3339,3383,3714,4768,4956,6222,6271,6278,6289"
led_s005,LED照明產業:藍寶石晶圓_晶片,finlab_sub,led,"2371,2491,3383,3615,4944,6278"
leisure_s001,休閒娛樂:旅館服務業,finlab_sub,leisure,"1532,2514,2702,2704,2705,2706,2707,2712,2722,2724,2736,2739,2748,3252,5324,5364,5464,5701,5703,5704,5905,6128,6264,7794,8077"
leisure_s002,休閒娛樂:營運發行,finlab_sub,leisure,"2465,3064,3083,3086,3293,3687,4946,4994,5310,5478,6111,6169,6180,6542,7584"
leisure_s003,休閒娛樂:設計開發,finlab_sub,leisure,"3064,3083,3086,3293,3546,3687,4994,5310,5478,6111,6169,6180,6542"
leisure_s004,休閒娛樂:休閒車業,finlab_sub,leisure,"1599,2308,3162,3665,4536,5306,6804,8481,8933,8937,9914,9921"
leisure_s005,休閒娛樂:娛樂服務業,finlab_sub,leisure,"1432,1532,2701,2705,5263,5701,8462,9943"
leisure_s006,休閒娛樂:旅遊服務業,finlab_sub,leisure,"2719,2731,2734,2743,2745,5301,5706,6961"
leisure_s007,休閒娛樂:高爾夫球具業,finlab_sub,leisure,"6670,8420,8481,8924,8928,8938,9960"
leisure_s008,休閒娛樂:線上遊戲業,finlab_sub,leisure,"3293,3687,5310,5478,6169,6542"
machinery_s001,電機機械:車用機械傳動設備及零配件,finlab_sub,machinery,"1503,1506,1512,1517,1533,1537,1563,1568,1586,1592,2066,2230,2233,2235,2254,2421,3226,4502,4523,4528,4534,4535,4566,4584,5306,6275,7732,7736,8083,8255,9951"
machinery_s002,電機機械:機電系統工程,finlab_sub,machinery,"1503,1504,1507,1513,1514,1519,1529,1535,1537,2352,2371,2397,2464,3018,4506,4549,4550,5536,6122,6125,6234,6275,7642,8374,8383"
machinery_s003,電機機械:傳動元件,finlab_sub,machinery,"1504,1526,1536,1590,1597,2049,2233,2248,2308,3426,4528,4534,4540,4561,4568,4576,4580,4583,4584,4590,6982"
machinery_s004,電機機械:金屬加工用機械,finlab_sub,machinery,"1513,1530,1540,1583,1590,3162,4510,4513,4526,4533,4562,4563,5007,6606,6609,7709,8092"
machinery_s005,電機機械:電控元件,finlab_sub,machinery,"1303,1504,1533,1597,2308,2459,2483,3426,4549,4555,4584,5381,7642,7750,7788,8109"
machinery_s006,電機機械:金屬加工處理,finlab_sub,machinery,"1506,1513,1617,2067,2233,4503,4528,4543,4558,4564,4572,5288,6829,8222,8383"
machinery_s007,電機機械:專用機械(如紡織成衣生產用機械、食品飲料生產用機械、農林用機械等),finlab_sub,machinery,"1528,1531,1558,1580,2070,2308,3167,3379,3498,6603,8027,8092,8418,8421"
machinery_s008,電機機械:手工具機,finlab_sub,machinery,"1315,1515,1527,1533,1538,1539,1541,1558,1570,2352,2397,4534,8374"
machinery_s009,電機機械:冷凍空調設備及零件,finlab_sub,machinery,"1503,1504,1506,1513,1614,2371,2459,4523,4527,4532,4543,5536,6275"
machinery_s010,電機機械:輸送機械及零配件,finlab_sub,machinery,"1503,2233,2308,2421,2459,2464,4720,6125,6234,6843,8083"
machinery_s011,電機機械:五金元件及零配件,finlab_sub,machinery,"1537,1560,1591,2066,2233,3426,4528,4534,4543,6584,7744"
machinery_s012,電機機械:鋼鑄鐵元件,finlab_sub,machinery,"1532,1589,2067,2371,2483,4538,4580"
machinery_s013,電機機械:機械設備之沖壓零組件,finlab_sub,machinery,"1303,1586,2066,2371,2459,4535"
machinery_s014,電機機械:油空壓元件,finlab_sub,machinery,"3426,4555,4568,4584,8996"
machinery_s015,電機機械:自動販賣機,finlab_sub,machinery,"4503,6606"
meddev_s001,醫療器材:醫療耗材,finlab_sub,meddev,"1733,1760,1783,1786,2301,2352,3543,4107,4126,4155,4161,4169,4183,4728,5284,5398,5457,6499,6504,6577,6612,6645,6649,6661,6730,6733,6762,6838,6955,9919"
meddev_s002,醫療器材:醫療器材代理,finlab_sub,meddev,"1788,2308,2352,2371,3118,3218,3543,4104,4116,4138,4164,4169,4175,4720,4745,5284,5398,6130,6614,6637,6645,6661,6747,6838,6918,6931,7713,8403,9917"
meddev_s003,醫療器材:生物檢測,finlab_sub,meddev,"1760,2301,2308,2465,3176,4131,4133,4160,4161,4169,4171,4183,4188,4198,4737,5284,5457,6228,6577,6598,6645,6661,6662,6838,6841,6861,6955"
meddev_s004,醫療器材:其他,finlab_sub,meddev,"2308,3543,4106,4116,4163,4183,4744,5457,6527,6569,6577,6612,6767,6796,6838,6872,6918,6934,7799,8409"
meddev_s005,醫療器材:醫療院所、醫療器材專賣店、藥局等通路,finlab_sub,meddev,"2352,3218,3543,4104,4121,4138,4164,4175,4745,5284,5312,5398,6469,6598,6637,6838,6844,6929,6931,8403"
meddev_s006,醫療器材:塑化材料,finlab_sub,meddev,"1593,2308,2459,2476,3010,3162,3303,3543,3665,4183,5356,6151,6275,6577,6838,6913,7744,8109"
meddev_s007,醫療器材:金屬零件,finlab_sub,meddev,"1593,3162,3310,3543,3665,4183,5284,5288,5356,5460,6577,6838,6913,7744,8109"
meddev_s008,醫療器材:隱型眼鏡、光學鏡片,finlab_sub,meddev,"1565,1813,4729,4771,5284,5457,6491,6577,6747,6782,6838,8071,8406"
meddev_s009,醫療器材:體溫計、血壓計,finlab_sub,meddev,"1733,1781,1799,2483,3373,4121,4735,4736,5284,5457,6201,6577,6838"
meddev_s010,醫療器材:電子零組件、塑膠零件、五金零件,finlab_sub,meddev,"1593,3162,3543,4183,5356,6577,6838,6913,7744,8109"
meddev_s011,醫療器材:醫療器材代理銷售及通路,finlab_sub,meddev,"2352,3543,4164,4175,5284,5398,6637,6838,6931"
meddev_s012,醫療器材:顯示器,finlab_sub,meddev,"2352,3038,4153,5284,5457,6569,6577,6838,8183"
meddev_s013,醫療器材:衛生用品,finlab_sub,meddev,"4161,4438,5284,5457,6504,6577,6838,8929,9919"
meddev_s014,醫療器材:人工關節,finlab_sub,meddev,"4129,5284,5457,6577,6767,6838"
meddev_s015,醫療器材:醫療器材研發、設計、製造,finlab_sub,meddev,"5284,5457,6577,6838"
metaverse_s001,元宇宙:高速傳輸,finlab_sub,metaverse,"2436,4966,5351,6104,6233,6684,8054"
oilgas_s001,油電燃氣:天然瓦斯供應,finlab_sub,oilgas,"8908,8917,9908,9918,9926,9931"
oilgas_s002,油電燃氣:加油站,finlab_sub,oilgas,"1434,2616,6505,8927,9937"
oilgas_s003,油電燃氣:汽電共生,finlab_sub,oilgas,"6505,8926,8931"
other_s001_3,其他:其他,finlab_sub,other,"1213,1342,1416,1435,1437,1443,1516,1584,1598,1603,1604,1608,1609,1611,1612,1615,1616,1617,1618,1626,1708,1710,1718,1722,1726,1736,2061,2062,2106,2208,2348,2358,2461,2466,2496,2540,2634,2904,2913,3003,3303,3430,3543,3557,3597,4141,4154,4164,4430,4529,4536,4541,4556,4712,4754,4804,4950,5205,5276,5306,5530,5604,6144,6192,6199,6240,6464,6585,6592,6615,6616,6655,6721,6725,6728,6753,6754,6776,6790,6881,6901,6904,6908,6914,6958,7610,7777,8033,8342,8354,8383,8411,8418,8421,8426,8427,8431,8435,8437,8438,8440,8444,8463,8464,8478,8480,8481,8489,8905,8932,8942,9802,9902,9904,9905,9907,9910,9911,9915,9917,9919,9925,9927,9934,9935,9938,9940,9941,9944"
other_s002,其他:其他電子產品及電子服務產業,finlab_sub,other,"1614,2059,2301,2312,2354,2359,2360,2371,2373,2390,2404,2414,2415,2423,2433,2443,2459,2477,2482,2488,2497,3002,3003,3038,3040,3043,3055,3067,3206,3219,3289,3303,3311,3402,3465,3508,3551,3580,3587,3597,3628,3679,3712,4577,4585,4588,4760,4764,4935,5225,5283,5345,5452,5536,6118,6139,6146,6154,6187,6196,6201,6208,6215,6247,6277,6409,6538,6654,6667,6689,6691,6698,6706,6735,6739,6743,6761,6776,6830,6840,6855,6877,6884,6903,6908,6944,7631,7703,7728,7792,8021,8034,8047,8072,8109,8201,8374"
other_s003,其他:環保潔能服務產業,finlab_sub,other,"1785,2466,3551,3703,5205,5292,6581,6624,6641,6721,6771,6776,6803,6894,6923,6944,6951,6971,6994,7715,8341,8390,8422,8423,8435,8473,8476,9930,9955"
other_s004,其他:文化印刷業,finlab_sub,other,"1907,3284,6776,8401,8446,8906,8921,9929,9949"
other_s005,其他:農業科技業,finlab_sub,other,"1240,2459,4171,4764,6508,6776,6936,6952"
other_s006,其他:特殊照明業,finlab_sub,other,"1611,2308,2459,6776"
other_s001,►其他:環保潔能服務產業,finlab_sub,other,7820
other_s001_2,►半導體:生產製程及檢測設備,finlab_sub,other,7828
paper_s001,造紙:銷售、進出口業務,finlab_sub,paper,"1904,1905,1906,1907,6790"
paper_s002,造紙:工業用紙,finlab_sub,paper,"1903,1904,1907,6509"
paper_s003,造紙:文化用紙,finlab_sub,paper,"1904,1905,1907,6509"
paper_s004,造紙:紙漿、紙類原料,finlab_sub,paper,"1904,1905,1909,6790"
paper_s005,造紙:家庭用紙,finlab_sub,paper,"1904,1907,6790"
paper_s006,造紙:紙器及紙類製造印刷、加工,finlab_sub,paper,"1904,1907"
passive_s001,被動元件:電感器,finlab_sub,passive,"2308,2327,2456,2492,3207,3236,3357,3624,5228,5434,6155,6156,6173,6259,6284,6292,6432,6821,8071"
passive_s002,被動元件:電容器,finlab_sub,passive,"2308,2327,2375,2413,2472,2492,3026,3090,3537,5317,5328,6173,6207,6284,6449,8042,8043,8071"
passive_s003,被動元件:電阻器,finlab_sub,passive,"2308,2327,2371,2428,2478,2492,3624,6173,6204,6207,6224,6642,6834,8071,8085"
passive_s004,被動元件:濾波器、振盪器,finlab_sub,passive,"2327,2459,2484,2492,3026,3042,3221,6155,6174,6284,6821,8071,8182,8289"
passive_s005,被動元件:電感器材料(如鐵氧體、導電漿墨),finlab_sub,passive,"2456,2459,3357,6155,8121"
passive_s006,被動元件:電容器材料(如電蝕／化成鋁箔、介面瓷粉),finlab_sub,passive,"2492,3089,6173,6175"
passive_s007,被動元件:電阻器材料(氧化鋁陶瓷基板、導電漿墨),finlab_sub,passive,"3663,5434,6127,6204"
passive_s008,被動元件:濾波器、振盪器材料(鉭酸鋰／鈮酸鋰晶圓／片、石英基板、金屬及陶瓷封裝材料),finlab_sub,passive,"1785,4739"
pc_s001,電腦及週邊設備:其他電腦及週邊設備之零組件,finlab_sub,pc,"1537,1569,1586,1711,2059,2328,2352,2371,2382,2385,2387,2392,2417,2420,2439,2444,2458,2459,2478,2483,3010,3022,3024,3026,3046,3058,3060,3114,3147,3191,3206,3217,3227,3287,3290,3296,3338,3484,3504,3593,3631,3665,3679,3701,3709,4545,4915,4924,4935,5215,5223,5426,5457,5474,6114,6128,6154,6224,6283,6409,6584,6689,6743,6967,7805,8163,8249,8299,8374,8455"
pc_s002,電腦及週邊設備:其他電腦及週邊設備,finlab_sub,pc,"2301,2317,2323,2324,2331,2352,2353,2357,2364,2365,2371,2376,2377,2397,2405,2417,2420,2425,2430,2464,2483,3002,3022,3046,3057,3088,3162,3231,3272,3285,3294,3349,3494,3541,3564,3617,3642,3669,3706,3709,4915,4916,4924,5258,5289,5309,6140,6188,6201,6204,6221,6225,6276,6277,6579,6908,7402,7767,8085,8099,8114,9912"
pc_ipc,電腦及週邊設備:工業電腦,finlab_sub,pc,"2324,2352,2364,2376,2377,2395,2397,2405,2483,3002,3005,3022,3088,3213,3416,3434,3479,3515,3521,3577,3594,3652,3693,3701,3709,4916,5353,5490,6143,6154,6160,6166,6206,6245,6414,6441,6570,6579,6680,6884,6922,6928,8050,8076,8234"
pc_s004,電腦及週邊設備:安全監控系統,finlab_sub,pc,"1503,2301,2308,2317,2352,2371,2417,2424,2483,2495,3002,3057,3128,3297,3356,3434,3454,3642,3709,5251,5356,5474,5484,5489,6131,6154,6218,6419,6556,6560,7805"
pc_s005,電腦及週邊設備:機殼,finlab_sub,pc,"1471,1569,2301,2317,2354,2376,2474,3005,3013,3015,3032,3095,3230,3294,3325,3518,3540,3607,3709,4916,4938,5392,5457,5465,6117,6235,6276,7744,8210,8410"
pc_s006,電腦及週邊設備:電源供應器,finlab_sub,pc,"1471,2301,2308,2360,2376,2385,2413,2420,2431,2457,2483,3005,3015,3032,3058,3078,3308,3325,3332,3540,3709,6109,6117,6203,6220,6276,6282,6412,8093"
pc_notebook,電腦及週邊設備:筆記型電腦,finlab_sub,pc,"2308,2317,2324,2331,2353,2356,2357,2362,2364,2371,2376,2377,2382,2430,2483,3005,3213,3231,3709,4938,6140,6154,6884,7767,8099"
pc_server,電腦及週邊設備:伺服器,finlab_sub,pc,"2301,2317,2324,2352,2353,2357,2371,2376,2377,2425,2430,3147,3515,3693,3706,3709,6140,6154,6218,6221,6669,7711,7767,8099"
pc_s009,電腦及週邊設備:印表機、傳真機、掃瞄器、多功能事務機、投影機,finlab_sub,pc,"2305,2312,2317,2352,2353,2371,2380,2430,2483,3019,3611,3709,3712,4915,4974,4987,5356,5371,5438,6154,6225,6228,6884,8071"
pc_s010,電腦及週邊設備:連接線,finlab_sub,pc,"2328,2392,2440,2459,2483,3011,3023,3092,3114,3202,3272,3550,3665,3709,5457,5488,6115,6134,6205,6220,6418,6913,8103"
pc_thermal,電腦及週邊設備:散熱片、風扇馬達、散熱模組,finlab_sub,pc,"2308,2354,2376,2421,2459,3017,3071,3324,3338,3483,3512,3709,4912,5223,5457,6124,6230,6275,6276,6591,6831,8240"
pc_s012,電腦及週邊設備:金屬、塑膠模具,finlab_sub,pc,"1336,1582,1586,2317,2354,2459,2483,3095,3294,3310,3504,3679,3709,4545,4924,4976,5223,5457,5460,6205,6235"
pc_s013,電腦及週邊設備:光學鏡片、鏡頭,finlab_sub,pc,"2317,2374,2459,2483,3008,3019,3059,3362,3406,3441,3504,3630,3709,4976,6209,6498,6517,6668,6742,6859"
pc_s014,電腦及週邊設備:桌上型電腦,finlab_sub,pc,"2308,2317,2331,2353,2357,2371,2376,2377,2405,2430,3213,3231,3709,4938,6140,6154,6884,7767,8099"
pc_s015,電腦及週邊設備:主機板,finlab_sub,pc,"2312,2317,2331,2357,2376,2377,2388,2399,2425,2483,3022,3515,3709,4938,5386,6161,6245"
pc_s016,電腦及週邊設備:記憶體,finlab_sub,pc,"2344,2408,2451,3135,3260,3642,3709,4967,4973,5386,6276,8088,8271,8277,8287,8299"
pc_s017,電腦及週邊設備:隨身碟、記憶卡讀卡機,finlab_sub,pc,"2357,2451,3028,3260,3272,3322,3709,4967,4973,6172,8088,8271,8299"
pc_s018,電腦及週邊設備:精簡型電腦,finlab_sub,pc,"2308,2357,2364,2376,2426,2430,2465,2483,3213,3709,6154,6884"
pc_s019,電腦及週邊設備:顯示卡,finlab_sub,pc,"2357,2376,2377,2417,2425,2465,3515,3709,5386,6150,6161"
pc_dspmod,電腦及週邊設備:顯示器模組,finlab_sub,pc,"2376,3024,3038,3516,3709,5315,5386,6167,6189"
pc_s021,電腦及週邊設備:電池,finlab_sub,pc,"3015,3026,3211,3323,3625,3709,4931,6121"
pc_s022,電腦及週邊設備:機構樞紐,finlab_sub,pc,"1582,3230,3376,3548,3709,4999,6805"
pc_s023,電腦及週邊設備:磁碟儲存系統,finlab_sub,pc,"2357,2495,3057,3128,3693,3709,7805"
pc_s024,電腦及週邊設備:輸出入模組_介面卡,finlab_sub,pc,"2357,2377,3272,3577,3709,6172"
pc_s025,電腦及週邊設備:面板,finlab_sub,pc,"2459,3038,3709,5315,6167,6189"
pc_s026,電腦及週邊設備:光碟片,finlab_sub,pc,"2323,2349,2491,3050,3709"
pc_s027,電腦及週邊設備:網路卡,finlab_sub,pc,"2357,3169,3709,6143,6172"
pc_s028,電腦及週邊設備:硬碟機,finlab_sub,pc,"1785,2312,2357,3709"
pc_s029,電腦及週邊設備:晶片組,finlab_sub,pc,"2388,3709,6189,6233"
pc_s030,電腦及週邊設備:多功能視訊卡,finlab_sub,pc,"2417,3272,3709,5474"
pc_bios,電腦及週邊設備:BIOS(嵌入式軟體),finlab_sub,pc,"2357,3709,6231"
pc_s032,電腦及週邊設備:中央處理器,finlab_sub,pc,"2388,3709,8096"
pc_s033,電腦及週邊設備:光碟機,finlab_sub,pc,"2357,3709"
pcb_rigidpcb_fpc_ic,印刷電路板:硬板、軟板、IC載板製造,finlab_sub,pcb,"2313,2316,2328,2355,2367,2368,2402,3037,3044,3114,3115,3229,3276,3321,3390,3715,4909,4927,4958,5291,5321,5355,5381,5439,5464,5469,6108,6141,6153,6156,6191,6194,6207,6210,6251,6269,6271,6597,6835,8046,8074,8155,8213"
pcb_s002,印刷電路板:生產製程及檢測設備,finlab_sub,pcb,"1528,1595,1785,2467,2493,3010,3030,3093,3455,3498,3535,3563,4542,4577,5536,6438,6658,6664,6706,6727,6877,7730,7795,8438"
pcb_s003,印刷電路板:銅箔基板,finlab_sub,pcb,"1303,1717,2328,2383,3010,3144,3354,4939,5381,5498,6213,6224,6269,6274,6509,6672,8039,8291"
pcb_s004,印刷電路板:基板組裝加工及相關製造,finlab_sub,pcb,"2313,2316,2328,3520,3665,5355,5381,5498,6191,6224,6266,6269,6672,8183"
pcb_s005,印刷電路板:玻璃纖維_玻纖布,finlab_sub,pcb,"1303,1802,1815,3388,5340,5475,8240"
pcb_s006,印刷電路板:環氧樹脂,finlab_sub,pcb,"1303,1717,4764,8240"
pcb_s007,印刷電路板:銅箔,finlab_sub,pcb,"1303,3388,4989,8358"
pcb_s008,印刷電路板:酚醛樹脂,finlab_sub,pcb,"1303,1717"
pcb_s009,印刷電路板:聚亞醯胺樹脂,finlab_sub,pcb,"3645,4764"
pcb_s010,印刷電路板:印刷電路板,finlab_sub,pcb,"5381,6269"
pharma_s001,製藥:中、西藥製劑,finlab_sub,pharma,"1701,1720,1734,1752,1760,1786,1795,1799,3118,3176,3205,3705,3716,4105,4108,4111,4114,4120,4123,4127,4128,4130,4157,4166,4167,4168,4726,4743,4747,6461,6472,6496,6509,6547,6550,6576,6589,6617,6620,6661,6662,6785,6838,6875,6885"
pharma_s002,製藥:藥品代理銷售及通路,finlab_sub,pharma,"1731,1760,1788,3176,4104,4105,4114,4120,4121,4127,4130,4169,4173,4175,4192,4743,4747,5398,6130,6461,6469,6472,6496,6661,6838,6844,8403,8432"
pharma_s003,製藥:原材料,finlab_sub,pharma,"1786,3176,4105,4128,4147,4152,4162,4169,4174,4764,4911,6446,6492,6496,6509,6535,6541,6657,6661,6838,6885,6919"
pharma_s004,製藥:中藥材、西藥原料藥,finlab_sub,pharma,"1711,1762,1777,1789,4102,4108,4119,4142,4167,4192,4726,4743,4746,6496,6547,6617,6661,6838"
pharma_s005,製藥:醫療院所,finlab_sub,pharma,"4104,4139,6496,6661,6838"
regen_s001,再生醫療:臨床實驗、移植技術、疾病治療,finlab_sub,regen,"1784,3118,3224,6461,6550,6662,6712,6794,6838"
regen_s002,再生醫療:幹細胞收集儲存,finlab_sub,regen,"1784,6461,6712,6794,6838"
regen_s003,再生醫療:幹細胞開發,finlab_sub,regen,"1784,6461,6712,6794,6838"
retail_s001,貿易百貨:零售通路,finlab_sub,retail,"1419,1532,1614,2371,2430,2601,2614,2901,2903,2905,2910,2911,2912,2913,2915,2924,2926,2937,2941,2945,2947,3024,4609,5301,5903,5904,5905,5907,6154,6195,6228,6281,6968,7782,8415,8443,8472,8916,8941,9946"
retail_s002,貿易百貨:貿易商、代理商、經銷商,finlab_sub,retail,"1220,1419,1528,1614,1730,1742,1817,2230,2371,2906,2908,2913,2915,2916,2926,2939,2948,3171,3229,4702,4807,4930,5301,5434,5902,5906,6228,6728,6968,7794,8066,8433,8454,8941"
retail_s003,貿易百貨:製造商,finlab_sub,retail,"1614,2371,2916,2924,2929,4807,4930,6201,6225,6629,8429,8916,8941"
semi_s001,半導體:生產製程及檢測設備,finlab_sub,semi,"1595,2308,2360,2467,3030,3055,3093,3114,3131,3178,3219,3402,3413,3455,3467,3490,3535,3551,3581,3583,3680,4770,4949,5222,5434,5443,5493,5536,6207,6218,6223,6261,6277,6438,6510,6515,6532,6613,6640,6658,6664,6667,6683,6706,6725,6735,6788,6789,6823,6829,6877,6895,6909,6937,6953,7556,7631,7703,7704,7728,7730,7734,7751,7769,7795,7810,7822,8027,8064,8070,8091,8092,8374,8383"
semi_ic,半導體:消費性IC,finlab_sub,semi,"2308,2401,2436,2454,2458,3014,3034,3041,3073,3122,3150,3268,3288,3530,3556,4919,4952,5236,5272,5302,5487,6103,6129,6237,6462,6494,6568,6594,6684,6695,6720,6756,7770,8016,8024,8054,8102"
semi_ic_2,半導體:IC通路,finlab_sub,semi,"2308,2347,2459,3010,3026,3028,3033,3036,3048,3209,3224,3232,3312,3360,3444,3528,3537,3555,3702,4945,6113,6189,6192,6227,6265,6270,6474,8032,8067,8068,8084,8096,8112,8299"
semi_ic_3,半導體:IC封裝測試,finlab_sub,semi,"1410,1434,2325,2329,2337,2369,2441,2449,3264,3265,3372,3374,3444,3450,3490,3567,3711,5344,6147,6207,6239,6257,6261,6271,7751,7810,8109,8110,8131,8150,8162"
semi_pmic,半導體:電源管理IC,finlab_sub,semi,"2308,2436,2454,3034,3122,3257,3288,3317,3438,3588,3592,4923,4952,4961,5299,6129,6130,6138,6291,6415,6435,6651,6679,6693,6719,6756,6799,7712,8016,8081,8261"
semi_wafer,半導體:晶圓製造,finlab_sub,semi,"2302,2303,2330,2337,2340,2344,2371,2408,2434,2455,3016,3105,3532,3707,4919,4991,5222,5326,5347,5483,6182,6488,6770,8028,8086"
semi_ic_4,半導體:微控制器IC,finlab_sub,semi,"2308,2436,2458,3014,3034,3122,3228,4945,4952,5236,5471,5487,6129,6202,6229,6457,6679,6716,6907,8024"
semi_ic_5,半導體:IC模組,finlab_sub,semi,"1434,2308,2451,3054,3135,3150,3260,3360,3444,4973,5222,6271,8054,8088,8131,8271,8277,8299"
semi_s009,半導體:化學品,finlab_sub,semi,"1711,1717,1727,1742,1785,2493,3010,3305,4720,4722,4749,4755,4764,4768,4772,5234,5434"
semi_ic_6,半導體:其他IC_二極體製造,finlab_sub,semi,"2302,2340,2342,2434,2481,3234,3536,3675,3707,4971,4991,5326,5425,6287"
semi_ic_7,半導體:輸出入介面IC,finlab_sub,semi,"2401,3014,4951,5269,6104,6233,6243,6411,6568,6594,6679,6684,6756,8054"
semi_ipic,半導體:IP設計_IC設計代工服務,finlab_sub,semi,"2401,3035,3443,3529,3661,5222,6423,6533,6643,6695,8054,8227,8299"
semi_ic_8,半導體:網路通訊IC,finlab_sub,semi,"2379,2454,3094,3169,4968,5274,6138,6526,6568,6708,8040"
semi_s014,半導體:導線架,finlab_sub,semi,"2351,2483,2486,3310,3444,3653,5285,5383,6548,8070"
semi_ic_9,半導體:平面顯示器驅動IC,finlab_sub,semi,"3034,3141,3545,3592,4961,4966,6129,6996,8016"
semi_leddrive,半導體:LED驅動IC,finlab_sub,semi,"2308,3014,3288,3527,4961,6129,6138,6415"
semi_substrate,半導體:基板,finlab_sub,semi,"2459,3189,3444,4938,6207,6271,6552,8070"
semi_memoryic,半導體:記憶體IC,finlab_sub,semi,"2337,2344,2408,3006,5351,6531"
semi_mosfet,半導體:MOSFET,finlab_sub,semi,"2342,3317,4923,5299,6287,6435"
semi_s020,半導體:砷化鎵,finlab_sub,semi,"3105,3707,4971,5326,8086,8255"
semi_dram,半導體:DRAM製造,finlab_sub,semi,"2344,2408,3707,5326,6770"
semi_ic_10,半導體:影像感測IC,finlab_sub,semi,"2401,3034,3227,8016"
semi_ic_11,半導體:平面顯示器控制IC,finlab_sub,semi,"2454,3034,4952,6129"
semi_ic_12,半導體:記憶體控制IC,finlab_sub,semi,"3259,6485,8054,8299"
semi_ic_13,半導體:光源管理IC,finlab_sub,semi,"6415,6732,8016"
semi_s026,半導體:光罩,finlab_sub,semi,"2338,2438"
semi_ic_14,半導體:光儲存控制IC,finlab_sub,semi,"2401,2454"
semi_ic_15,半導體:磁碟儲存控制器IC,finlab_sub,semi,"2401,8054"
semi_ic_16,半導體:IC_晶圓製造,finlab_sub,semi,"3707,5326"
semi_ic_17,半導體:光通訊IC,finlab_sub,semi,"5468,6568"
semi_icdesign,半導體:IC設計,finlab_sub,semi,2363
smartgrid_s001,智慧電網:系統整合服務,finlab_sub,smartgrid,"1513,2308,2395,2412,3622,4588,6163,6278,6614,6869,6873,6994,7740,8099,8374,9917"
smartgrid_s002,智慧電網:能源管理服務,finlab_sub,smartgrid,"1513,2308,2352,2371,2412,3622,3710,4588,6163,6278,6614,6869,6873,6994,7740,8374"
smartgrid_s003,智慧電網:高_低壓輸電設施,finlab_sub,smartgrid,"1513,1519,1603,1605,1609,1612,1615,1618,1623,2308,2360,2459,3622,5381,6278,6282"
smartgrid_s004,智慧電網:配電管理設施,finlab_sub,smartgrid,"1513,1519,2301,2308,2360,2459,3622,6278,6282,6441"
smartgrid_s005,智慧電網:電力零售業,finlab_sub,smartgrid,"3622,6278,6869,6873,6994,8374,8926"
smartgrid_ami,智慧電網:低壓AMI,finlab_sub,smartgrid,"1513,2371,3622,4588,5457,6278"
smartgrid_ami_2,智慧電網:高壓AMI,finlab_sub,smartgrid,"1513,2371,3622,5457,6278"
